日期,幣別,即期買入匯率,即期賣出匯率
20210105,SGD,21.42,21.6
20210105,CHF,32.09,32.34
20210105,JPY,0.2738,0.2778
20210105,ZAR,1.878,1.958
20210105,SEK,3.4,3.5
20210105,NZD,20.37,20.57
20210105,THB,0.9332,0.9732
20210105,EUR,34.6,35
20210105,CNY,4.377,4.427
20210104,USD,28.35,28.45
20210104,HKD,3.633,3.693
20210104,GBP,38.68,39.08
20210104,AUD,21.83,22.03
20210104,CAD,22.27,22.47
20210104,SGD,21.48,21.66
20210104,CHF,32.04,32.29
20210104,JPY,0.274,0.278
20210104,ZAR,1.913,1.993
20210104,SEK,3.42,3.52
20210104,NZD,20.38,20.58
20210104,THB,0.9356,0.9756
20210104,EUR,34.64,35.04
20210104,CNY,4.378,4.428
20210101,USD,28.35,28.45
20210101,HKD,3.633,3.693
20210101,GBP,38.68,39.08
20210101,AUD,21.83,22.03
20210101,CAD,22.27,22.47
20210101,SGD,21.48,21.66
20210101,CHF,32.04,32.29
20210101,JPY,0.274,0.278
20210101,ZAR,1.913,1.993
20210101,SEK,3.42,3.52
20210101,NZD,20.38,20.58
20210101,THB,0.9356,0.9756
20210101,EUR,34.64,35.04
20210101,CNY,4.378,4.428
